User_ID,Age,Gender,Daily_Screen_Time_Hours,Preferred_App,Addiction_Level
153,18,Male,2.1,Twitter,Low
154,43,Male,9.8,Instagram,High
155,27,Female,8.3,YouTube,High
156,32,Female,1.1,Snapchat,Low
157,42,Female,2.2,Facebook,Low
158,36,Female,8.8,Snapchat,High
159,21,Female,7.8,Telegram,High
160,30,Female,10.1,Twitter,High
161,26,Male,10.1,YouTube,High
162,24,Female,3.7,Telegram,Medium
163,34,Female,4.7,Telegram,Medium
164,43,Female,3.0,Netflix,Medium
165,27,Female,4.7,Twitter,Medium
166,33,Male,6.7,Netflix,Medium
167,18,Male,8.9,Telegram,High
168,33,Male,8.6,Telegram,High
169,30,Male,2.0,Netflix,Low
170,28,Male,4.4,Facebook,Medium
171,31,Female,5.7,Facebook,Medium
172,27,Female,4.0,Twitter,Medium
173,23,Male,8.9,Facebook,High
174,19,Male,3.1,Telegram,Medium
175,24,Female,11.8,Netflix,High
176,25,Male,5.0,Twitter,Medium
177,16,Male,4.0,Instagram,Medium
178,33,Female,8.7,WhatsApp,High
179,36,Female,2.1,Instagram,Low
180,34,Female,6.2,Telegram,Medium
181,26,Male,11.6,Twitter,High
182,43,Female,2.3,YouTube,Low
183,28,Female,1.8,Instagram,Low
184,20,Male,9.9,Twitter,High
185,18,Male,2.3,Snapchat,Low
186,35,Male,9.5,Snapchat,High
187,30,Female,4.3,Snapchat,Medium
188,25,Male,7.7,YouTube,High
189,40,Male,7.9,Twitter,High
190,37,Male,2.7,WhatsApp,Low
191,33,Male,2.7,Snapchat,Low
192,30,Female,4.2,Netflix,Medium
193,25,Female,8.7,Telegram,High
194,18,Male,11.2,Netflix,High
195,29,Male,7.0,WhatsApp,High
196,45,Female,10.1,YouTube,High
197,17,Male,9.7,Twitter,High
198,30,Male,6.2,Twitter,Medium
199,38,Female,11.4,Telegram,High
200,30,Male,7.6,Snapchat,High
201,39,Female,7.6,Instagram,High
202,18,Male,11.6,Instagram,High
203,40,Female,7.3,WhatsApp,High
204,31,Female,11.1,WhatsApp,High
205,34,Female,8.0,Telegram,High
206,18,Female,4.8,Facebook,Medium
207,26,Male,10.4,Facebook,High
208,29,Female,4.2,Snapchat,Medium
209,42,Male,6.0,Facebook,Medium
210,24,Female,2.3,Snapchat,Low
211,43,Male,8.2,Telegram,High
212,29,Male,3.1,Facebook,Medium
213,35,Female,7.9,Instagram,High
214,22,Female,7.0,Twitter,High
215,30,Female,2.3,Netflix,Low
216,38,Male,4.4,Instagram,Medium
217,33,Female,2.0,YouTube,Low
218,30,Male,8.1,WhatsApp,High
219,31,Female,6.6,Twitter,Medium
220,29,Female,11.8,Netflix,High
221,30,Male,5.2,WhatsApp,Medium
222,43,Male,4.0,Snapchat,Medium
223,26,Female,10.0,Twitter,High
224,39,Female,10.2,Telegram,High
225,43,Male,5.9,Telegram,Medium
226,27,Female,7.1,Snapchat,High
227,30,Female,10.6,Netflix,High
228,34,Female,3.6,Snapchat,Medium
229,17,Female,9.2,Snapchat,High
230,28,Male,6.4,Instagram,Medium
231,20,Female,10.6,Telegram,High
232,19,Female,1.2,WhatsApp,Low
233,29,Male,1.8,Twitter,Low
234,26,Female,8.1,Facebook,High
235,43,Female,11.5,Telegram,High
236,43,Male,7.8,Netflix,High
237,36,Female,12.0,YouTube,High
238,29,Male,9.4,YouTube,High
239,30,Male,8.6,Instagram,High
240,17,Female,9.8,Twitter,High
241,27,Female,5.7,Netflix,Medium
242,32,Female,7.2,WhatsApp,High
243,21,Male,1.9,Snapchat,Low
244,35,Male,6.5,WhatsApp,Medium
245,23,Female,8.0,Telegram,High
246,24,Male,10.9,Telegram,High
247,44,Female,8.5,WhatsApp,High
248,18,Female,11.4,Twitter,High
249,36,Female,8.6,Telegram,High
250,43,Female,3.2,Snapchat,Medium
251,43,Female,2.2,Snapchat,Low
252,34,Female,7.3,Twitter,High
253,16,Female,4.0,Instagram,Medium
254,45,Female,10.2,Twitter,High
255,40,Male,7.7,Facebook,High
256,23,Male,7.8,WhatsApp,High
257,36,Male,10.9,Instagram,High
258,25,Female,1.4,Facebook,Low
259,39,Male,2.0,Twitter,Low
260,26,Female,2.9,WhatsApp,Low
261,41,Female,6.8,Twitter,Medium
262,42,Male,3.8,Telegram,Medium
263,41,Female,9.2,Facebook,High
264,41,Male,6.2,YouTube,Medium
265,20,Male,10.5,Snapchat,High
266,43,Female,2.0,Snapchat,Low
267,16,Female,6.9,Telegram,Medium
268,27,Female,7.4,Facebook,High
269,19,Male,6.2,Facebook,Medium
270,45,Male,8.1,Telegram,High
271,45,Female,8.1,YouTube,High
272,20,Male,11.4,Twitter,High
273,31,Male,2.1,WhatsApp,Low
274,28,Female,5.1,Snapchat,Medium
275,34,Male,10.7,YouTube,High
276,42,Female,7.8,Twitter,High
277,17,Female,3.4,Telegram,Medium
278,23,Female,2.1,Facebook,Low
279,33,Female,1.7,Twitter,Low
280,22,Male,11.4,Telegram,High
281,18,Male,8.1,Instagram,High
282,17,Female,3.7,WhatsApp,Medium
283,41,Male,1.8,Netflix,Low
284,34,Male,9.9,Netflix,High
285,26,Male,9.7,Instagram,High
286,24,Male,11.9,Twitter,High
287,41,Male,2.2,Instagram,Low
288,20,Male,4.9,Netflix,Medium
289,34,Female,1.2,Twitter,Low
290,17,Male,9.2,YouTube,High
291,39,Male,6.2,Facebook,Medium
292,32,Male,6.0,Netflix,Medium
293,35,Male,9.0,Twitter,High
294,30,Male,1.7,Telegram,Low
295,43,Female,5.7,YouTube,Medium
296,31,Female,1.8,YouTube,Low
297,26,Male,1.7,Twitter,Low
298,35,Female,5.2,Twitter,Medium
299,30,Female,2.1,YouTube,Low
300,43,Male,5.7,Netflix,Medium
301,29,Female,10.1,Snapchat,High
302,29,Male,4.4,Facebook,Medium
303,37,Female,5.1,WhatsApp,Medium
304,37,Female,1.7,YouTube,Low
305,18,Female,2.1,Facebook,Low
306,41,Male,7.1,Facebook,High
307,37,Male,5.5,Snapchat,Medium
308,43,Male,11.7,Twitter,High
309,27,Male,7.4,Netflix,High
310,20,Female,3.5,YouTube,Medium
311,27,Female,2.3,Twitter,Low
312,34,Male,9.9,Instagram,High
313,35,Female,1.3,Twitter,Low
314,38,Female,11.1,Facebook,High
315,16,Male,10.6,Snapchat,High
316,18,Male,9.2,Instagram,High
317,18,Male,5.1,Telegram,Medium
318,26,Male,5.1,Facebook,Medium
319,40,Male,10.7,WhatsApp,High
320,21,Male,8.4,Twitter,High
321,30,Female,6.3,Telegram,Medium
322,29,Female,3.4,YouTube,Medium
323,27,Female,2.2,Telegram,Low
324,32,Female,1.5,Snapchat,Low
325,35,Male,1.1,Twitter,Low
326,22,Male,9.4,Twitter,High
327,26,Male,1.1,Snapchat,Low
328,21,Male,5.2,Netflix,Medium
329,32,Female,1.8,Instagram,Low
330,29,Male,6.1,YouTube,Medium
331,43,Female,7.3,Snapchat,High
332,38,Female,4.2,Snapchat,Medium
333,16,Female,2.9,Telegram,Low
334,42,Female,2.0,YouTube,Low
335,23,Female,7.5,YouTube,High
336,28,Female,9.2,Netflix,High
337,26,Male,1.8,YouTube,Low
338,32,Male,11.0,Facebook,High
339,27,Male,3.6,WhatsApp,Medium
340,24,Male,2.9,WhatsApp,Low
341,40,Male,2.9,Telegram,Low
342,30,Female,8.5,Facebook,High
343,43,Female,2.7,YouTube,Low
344,31,Female,7.9,Twitter,High
345,34,Male,4.9,YouTube,Medium
346,25,Female,6.0,Instagram,Medium
347,27,Female,1.8,YouTube,Low
348,35,Female,6.1,Instagram,Medium
349,30,Male,4.5,Telegram,Medium
350,32,Male,11.5,Telegram,High
351,19,Female,11.8,YouTube,High
352,32,Male,1.4,Telegram,Low
353,30,Male,5.0,Twitter,Medium
354,28,Female,9.5,Instagram,High
355,41,Female,1.7,YouTube,Low
356,33,Female,4.1,WhatsApp,Medium
357,26,Male,7.4,WhatsApp,High
358,45,Female,4.4,Snapchat,Medium
359,20,Male,4.4,Snapchat,Medium
360,36,Female,9.9,YouTube,High
361,36,Female,6.6,Instagram,Medium
362,27,Female,3.0,Netflix,Medium
363,26,Female,3.1,WhatsApp,Medium
364,20,Male,4.3,YouTube,Medium
365,32,Male,8.3,WhatsApp,High
366,35,Female,2.7,WhatsApp,Low
367,42,Male,8.9,Instagram,High
368,29,Female,8.4,Netflix,High
369,30,Female,9.3,Telegram,High
370,23,Male,4.4,Telegram,Medium
371,44,Male,5.0,Telegram,Medium
372,30,Female,9.6,Snapchat,High
373,21,Male,9.8,WhatsApp,High
374,43,Female,1.6,Telegram,Low
375,43,Female,7.1,YouTube,High
376,38,Male,4.1,WhatsApp,Medium
377,24,Female,11.0,WhatsApp,High
378,42,Female,2.0,Netflix,Low
379,42,Female,10.7,Instagram,High
380,29,Male,5.4,Facebook,Medium
381,23,Female,11.9,Facebook,High
382,23,Male,4.5,YouTube,Medium
383,42,Female,9.7,WhatsApp,High
384,17,Female,11.1,Telegram,High
385,38,Male,9.3,Telegram,High
386,30,Male,11.0,Instagram,High
387,24,Male,10.2,Snapchat,High
388,19,Female,3.6,YouTube,Medium
389,17,Male,5.6,Telegram,Medium
390,18,Male,10.2,Telegram,High
391,35,Male,8.0,Netflix,High
392,38,Male,4.2,Instagram,Medium
393,35,Female,3.6,Snapchat,Medium
394,21,Male,6.8,Facebook,Medium
395,18,Male,5.3,Telegram,Medium
396,17,Female,11.8,Twitter,High
397,39,Male,4.9,YouTube,Medium
398,27,Male,9.1,YouTube,High
399,40,Female,2.5,Facebook,Low
400,33,Female,9.9,WhatsApp,High
401,42,Female,11.8,Telegram,High
402,36,Male,9.9,YouTube,High
403,38,Female,1.4,Netflix,Low
404,17,Male,10.7,Facebook,High
405,45,Female,6.7,Telegram,Medium
406,24,Male,9.3,Netflix,High
407,25,Female,10.5,Instagram,High
408,43,Female,4.0,Facebook,Medium
409,29,Female,9.2,Snapchat,High
410,26,Male,6.5,Telegram,Medium
411,27,Female,9.8,Snapchat,High
412,18,Female,7.6,WhatsApp,High
413,33,Female,4.5,YouTube,Medium
414,26,Female,4.4,Snapchat,Medium
415,21,Female,4.9,Instagram,Medium
416,39,Female,7.8,Snapchat,High
417,24,Male,1.8,Snapchat,Low
418,27,Male,11.5,WhatsApp,High
419,43,Female,1.4,YouTube,Low
420,23,Female,5.0,Instagram,Medium
421,35,Male,8.5,Facebook,High
422,27,Female,9.4,WhatsApp,High
423,32,Female,5.4,Twitter,Medium
424,23,Male,1.3,WhatsApp,Low
425,31,Female,11.0,YouTube,High
426,24,Female,8.7,Netflix,High
427,35,Female,8.6,Telegram,High
428,22,Male,2.5,YouTube,Low
429,30,Male,10.9,Telegram,High
430,18,Female,8.3,YouTube,High
431,33,Female,10.8,WhatsApp,High
432,38,Male,9.7,Netflix,High
433,19,Male,9.7,Netflix,High
434,41,Female,1.3,Facebook,Low
435,30,Male,7.7,YouTube,High
436,18,Female,5.4,Telegram,Medium
437,32,Female,9.5,YouTube,High
438,20,Female,8.1,Telegram,High
439,30,Female,2.4,WhatsApp,Low
440,40,Male,5.8,Instagram,Medium
441,42,Male,6.7,Twitter,Medium
442,21,Male,4.5,Netflix,Medium
443,27,Female,10.3,Twitter,High
444,22,Female,2.4,Twitter,Low
445,35,Male,6.5,WhatsApp,Medium
446,34,Male,2.9,Facebook,Low
447,42,Male,10.1,Instagram,High
448,18,Male,11.4,Twitter,High
449,36,Male,9.4,Snapchat,High
450,35,Male,6.5,Twitter,Medium
451,36,Female,6.3,Snapchat,Medium
452,25,Female,1.8,Instagram,Low
453,21,Female,5.6,Telegram,Medium
454,22,Female,7.7,Facebook,High
455,43,Female,9.1,Facebook,High
456,28,Male,9.4,YouTube,High
457,26,Male,6.1,Twitter,Medium
458,30,Male,2.5,Instagram,Low
459,25,Female,10.5,Snapchat,High
460,23,Male,9.9,Facebook,High
461,22,Male,6.5,Telegram,Medium
462,31,Female,6.5,YouTube,Medium
463,28,Female,11.6,Netflix,High
464,34,Female,1.5,Twitter,Low
465,31,Female,4.1,Instagram,Medium
466,43,Male,5.7,Twitter,Medium
467,39,Female,9.4,Facebook,High
468,17,Female,1.6,Netflix,Low
469,27,Female,1.8,Telegram,Low
470,40,Female,10.1,YouTube,High
471,20,Male,5.3,Facebook,Medium
472,33,Female,9.3,Netflix,High
473,35,Female,6.5,Instagram,Medium
474,17,Male,8.8,Telegram,High
475,32,Female,2.6,WhatsApp,Low
476,26,Female,2.8,Twitter,Low
477,34,Female,6.6,Telegram,Medium
478,38,Female,6.2,Instagram,Medium
479,27,Female,8.4,Snapchat,High
480,34,Female,9.8,Instagram,High
481,35,Female,3.9,Netflix,Medium
482,39,Male,7.4,WhatsApp,High
483,32,Female,2.6,Netflix,Low
484,17,Male,3.1,Telegram,Medium
485,26,Female,2.7,Netflix,Low
486,29,Female,10.6,Instagram,High
487,38,Male,6.7,Facebook,Medium
488,37,Female,6.8,Facebook,Medium
489,21,Female,11.0,Facebook,High
490,33,Female,8.4,Twitter,High
491,35,Female,3.1,Netflix,Medium
492,24,Female,3.5,Twitter,Medium
493,40,Female,8.8,Telegram,High
494,26,Female,4.8,Twitter,Medium
495,25,Male,7.3,Snapchat,High
496,44,Female,10.0,WhatsApp,High
497,25,Male,4.2,YouTube,Medium
498,27,Female,8.2,Telegram,High
499,22,Male,10.1,Twitter,High
500,45,Female,2.5,Netflix,Low
501,23,Male,8.4,Netflix,High
502,36,Male,1.6,Snapchat,Low
503,26,Female,2.1,WhatsApp,Low
504,16,Male,5.5,Telegram,Medium
505,31,Male,9.3,Twitter,High
506,26,Female,8.1,YouTube,High
507,36,Male,6.9,Instagram,Medium
508,45,Male,5.6,WhatsApp,Medium
509,45,Male,12.0,Snapchat,High
510,41,Female,3.0,Twitter,Medium
511,44,Male,1.1,YouTube,Low
512,45,Female,4.1,Telegram,Medium
513,44,Male,10.4,Telegram,High
514,24,Male,9.9,Facebook,High
515,21,Female,8.1,WhatsApp,High
516,16,Female,9.7,Netflix,High
517,21,Female,10.1,Facebook,High
518,18,Female,8.4,WhatsApp,High
519,20,Female,4.6,Netflix,Medium
520,16,Female,5.2,Telegram,Medium
521,40,Female,11.5,Twitter,High
522,34,Male,3.9,Facebook,Medium
523,38,Male,1.7,YouTube,Low
524,30,Female,2.8,Twitter,Low
525,38,Male,8.0,Twitter,High
526,27,Male,3.4,WhatsApp,Medium
527,31,Male,6.0,Facebook,Medium
528,29,Female,9.3,Netflix,High
529,40,Male,8.5,YouTube,High
530,32,Female,6.8,Facebook,Medium
531,18,Male,1.7,Netflix,Low
532,34,Male,2.8,Telegram,Low
533,19,Male,8.9,Telegram,High
534,18,Female,9.9,Telegram,High
535,20,Female,6.0,Instagram,Medium
536,33,Female,8.4,Twitter,High
537,39,Male,5.4,Instagram,Medium
538,39,Male,7.4,Instagram,High
539,29,Female,8.7,Instagram,High
540,45,Male,11.8,Telegram,High
541,17,Female,5.5,WhatsApp,Medium
542,40,Female,5.1,Snapchat,Medium
543,30,Female,5.1,WhatsApp,Medium
544,36,Female,2.3,Snapchat,Low
545,32,Male,9.0,Netflix,High
546,42,Male,9.3,Twitter,High
547,30,Female,6.9,Netflix,Medium
548,23,Female,4.8,Twitter,Medium
549,22,Male,1.4,Snapchat,Low
550,35,Male,3.6,YouTube,Medium
551,19,Male,5.9,Instagram,Medium
552,23,Male,5.4,Netflix,Medium
553,33,Male,9.3,Instagram,High
554,20,Female,3.6,Facebook,Medium
555,34,Female,3.6,WhatsApp,Medium
556,37,Male,5.5,Twitter,Medium
557,17,Male,7.9,Snapchat,High
558,33,Female,1.5,Facebook,Low
559,36,Female,9.6,Facebook,High
560,38,Female,5.5,Twitter,Medium
561,28,Male,9.3,Telegram,High
562,23,Male,4.3,WhatsApp,Medium
563,41,Female,11.1,Snapchat,High
564,29,Male,5.3,Twitter,Medium
565,22,Female,8.1,Telegram,High
566,43,Female,2.0,Netflix,Low
567,17,Female,5.1,Instagram,Medium
568,43,Male,3.1,Netflix,Medium
569,31,Male,10.6,Facebook,High
570,25,Male,3.3,Netflix,Medium
571,39,Male,9.2,Telegram,High
572,45,Male,8.7,Netflix,High
573,28,Male,7.1,Twitter,High
574,28,Female,6.9,Facebook,Medium
575,25,Female,5.0,Telegram,Medium
576,30,Male,9.8,Telegram,High
577,40,Female,11.1,Facebook,High
578,26,Female,1.5,Netflix,Low
579,39,Male,1.2,Snapchat,Low
580,25,Male,3.2,Netflix,Medium
581,28,Male,6.5,Facebook,Medium
582,24,Female,11.6,Telegram,High
583,30,Male,9.1,Facebook,High
584,21,Male,8.9,Telegram,High
585,21,Male,6.8,YouTube,Medium
586,42,Male,9.4,Snapchat,High
587,20,Male,1.7,WhatsApp,Low
588,16,Male,6.6,Facebook,Medium
589,17,Female,8.3,Instagram,High
590,16,Female,1.1,Twitter,Low
591,33,Female,1.2,Snapchat,Low
592,41,Male,2.2,YouTube,Low
593,32,Male,3.7,Twitter,Medium
594,42,Female,3.9,Snapchat,Medium
595,18,Female,11.6,Telegram,High
596,34,Male,11.9,Netflix,High
597,25,Male,8.2,Instagram,High
598,18,Female,5.2,Telegram,Medium
599,17,Male,8.7,YouTube,High
600,31,Female,8.1,Facebook,High
601,34,Male,10.8,Instagram,High
602,23,Male,10.9,Telegram,High
603,24,Male,11.2,Twitter,High
604,44,Male,3.0,Facebook,Medium
605,16,Male,7.5,Snapchat,High
606,45,Male,4.3,Netflix,Medium
607,34,Female,8.4,Facebook,High
608,28,Male,9.7,YouTube,High
609,32,Female,1.6,Snapchat,Low
610,23,Male,4.7,Snapchat,Medium
611,40,Female,1.3,Twitter,Low
612,41,Female,6.4,Facebook,Medium
613,33,Female,5.8,Snapchat,Medium
614,18,Female,9.8,YouTube,High
615,18,Female,2.7,WhatsApp,Low
616,39,Female,4.5,YouTube,Medium
617,18,Male,11.4,Telegram,High
618,27,Female,2.1,YouTube,Low
619,21,Female,5.9,Snapchat,Medium
620,19,Male,2.0,YouTube,Low
621,35,Female,10.5,Instagram,High
622,25,Female,5.3,YouTube,Medium
623,39,Male,7.3,WhatsApp,High
624,37,Female,2.9,Twitter,Low
625,25,Female,6.4,YouTube,Medium
626,21,Female,4.0,Twitter,Medium
627,31,Male,5.0,Netflix,Medium
628,39,Female,7.5,Netflix,High
629,30,Male,2.5,Instagram,Low
630,28,Female,10.3,Snapchat,High
631,41,Female,5.8,Snapchat,Medium
632,42,Male,4.3,Netflix,Medium
633,31,Female,3.0,Snapchat,Medium
634,26,Female,9.1,Telegram,High
635,34,Male,4.6,Twitter,Medium
636,42,Female,5.0,Netflix,Medium
637,34,Male,8.5,Instagram,High
638,39,Female,11.4,Netflix,High
639,30,Female,10.1,YouTube,High
640,42,Female,8.4,WhatsApp,High
641,36,Female,3.7,WhatsApp,Medium
642,38,Female,9.7,YouTube,High
643,30,Female,7.4,Snapchat,High
644,33,Male,9.7,Facebook,High
645,38,Male,2.2,Netflix,Low
646,37,Female,2.8,Instagram,Low
647,34,Female,11.6,Facebook,High
648,41,Female,2.2,YouTube,Low
649,24,Male,6.6,Netflix,Medium
650,30,Female,5.3,WhatsApp,Medium
651,27,Male,6.3,Twitter,Medium
652,29,Male,2.3,WhatsApp,Low
653,27,Female,4.8,Netflix,Medium
654,32,Female,4.8,YouTube,Medium
655,30,Female,4.5,Twitter,Medium
656,17,Male,1.2,Facebook,Low
657,36,Male,8.4,WhatsApp,High
658,45,Male,6.7,WhatsApp,Medium
659,26,Female,11.5,Netflix,High
660,41,Female,7.9,WhatsApp,High
661,36,Female,5.4,Netflix,Medium
662,30,Female,5.3,Netflix,Medium
663,22,Female,9.3,YouTube,High
664,34,Male,9.8,WhatsApp,High
665,27,Female,3.2,YouTube,Medium
666,24,Female,6.8,Facebook,Medium
667,35,Female,7.7,YouTube,High
668,27,Female,10.3,WhatsApp,High
669,42,Female,11.1,YouTube,High
670,37,Male,4.4,Netflix,Medium
671,25,Male,3.0,WhatsApp,Medium
672,32,Female,5.6,WhatsApp,Medium
673,34,Female,5.7,Telegram,Medium
674,36,Male,7.1,Telegram,High
675,25,Male,3.1,Telegram,Medium
676,35,Male,10.5,Instagram,High
677,31,Male,3.1,Snapchat,Medium
678,33,Female,5.5,Telegram,Medium
679,29,Female,6.4,YouTube,Medium
680,34,Male,9.8,Netflix,High
681,25,Male,4.0,Twitter,Medium
682,21,Female,7.2,Telegram,High
683,33,Male,7.3,Twitter,High
684,40,Female,7.0,Instagram,High
685,40,Female,7.0,Snapchat,High
686,19,Male,4.3,Instagram,Medium
687,30,Female,4.8,YouTube,Medium
688,30,Male,9.5,Netflix,High
689,22,Female,10.5,Snapchat,High
690,21,Male,9.6,Netflix,High
691,41,Male,7.3,Twitter,High
692,35,Male,4.6,Twitter,Medium
693,25,Female,11.5,YouTube,High
694,20,Female,11.1,Twitter,High
695,43,Male,8.7,WhatsApp,High
696,23,Male,8.8,Netflix,High
697,40,Female,6.4,Twitter,Medium
698,36,Female,5.1,YouTube,Medium
699,36,Male,5.4,Twitter,Medium
700,38,Female,6.0,Telegram,Medium
701,26,Male,10.6,YouTube,High
702,39,Female,8.0,Facebook,High
703,43,Male,9.8,Snapchat,High
704,22,Female,10.1,Telegram,High
705,24,Female,10.1,Facebook,High
706,33,Male,7.2,Telegram,High
707,41,Female,10.8,Instagram,High
708,17,Male,7.9,Telegram,High
709,16,Male,11.2,WhatsApp,High
710,30,Female,1.0,Snapchat,Low
711,22,Male,10.7,Twitter,High
712,21,Female,2.0,Facebook,Low
713,24,Male,5.1,WhatsApp,Medium
714,17,Female,7.9,Netflix,High
715,29,Male,8.7,Instagram,High
716,22,Female,1.9,Netflix,Low
717,32,Female,1.1,Facebook,Low
718,42,Male,11.9,Snapchat,High
719,38,Male,6.3,Netflix,Medium
720,28,Male,9.0,YouTube,High
721,19,Female,5.0,Twitter,Medium
722,20,Female,9.5,WhatsApp,High
723,36,Male,1.8,Instagram,Low
724,35,Male,5.8,Netflix,Medium
